customer_id,last_order_date,days_since_purchase,lifetime_value,total_orders,churn_risk_flag
16477,2011-10-07 09:44:00,5359,475.89,11,Active
17179,2011-06-14 16:48:00,5474,473.10,6,Active
13267,2011-11-22 11:04:00,5313,473.00,17,Active
17954,2011-12-04 14:15:00,5301,471.45,18,Active
12438,2011-11-25 13:28:00,5310,470.72,2,Active
12693,2011-08-04 17:51:00,5423,470.37,7,Active
16755,2011-08-17 13:21:00,5410,468.77,7,Active
14715,2011-11-15 12:10:00,5320,468.55,6,Active
15157,2011-12-06 11:28:00,5299,467.14,5,Active
16788,2011-08-08 14:53:00,5419,466.96,5,Active
13577,2011-11-14 15:19:00,5321,466.90,8,Active
15970,2011-02-09 12:08:00,5599,466.80,2,Active
15197,2010-12-16 18:01:00,5654,466.80,2,Active
16107,2011-10-28 13:22:00,5338,466.20,4,Active
16395,2011-10-10 12:50:00,5356,464.43,12,Active
18069,2011-11-13 16:03:00,5322,464.42,10,Active
16736,2010-07-22 10:09:00,5801,464.15,3,Active
17725,2011-11-23 16:34:00,5312,462.60,8,Active
13823,2011-09-09 10:42:00,5387,462.58,6,Active
16529,2011-06-02 17:23:00,5486,461.87,4,Active
17644,2011-12-08 13:43:00,5297,461.64,12,Active
16904,2011-11-10 13:46:00,5325,461.06,17,Active
16037,2011-03-15 09:13:00,5565,460.68,4,Active
14334,2011-11-23 10:01:00,5312,460.51,11,Active
14565,2011-09-05 09:07:00,5391,460.45,5,Active
14740,2011-05-26 18:17:00,5493,460.05,8,Active
17463,2011-11-23 13:40:00,5312,457.92,7,Active
12520,2011-09-21 15:23:00,5375,457.11,5,Active
17290,2011-12-06 12:38:00,5299,457.11,6,Active
13709,2011-12-06 10:27:00,5299,456.95,9,Active
14942,2010-11-03 10:51:00,5697,456.45,4,Active
14507,2011-08-30 15:16:00,5397,455.83,8,Active
12685,2011-11-11 13:46:00,5324,455.71,6,Active
13630,2011-12-04 15:16:00,5301,455.50,4,Active
12809,2011-06-15 10:51:00,5473,454.80,3,Active
12639,2011-04-15 12:48:00,5534,454.35,3,Active
14562,2011-11-28 14:39:00,5307,453.68,17,Active
17061,2011-09-27 11:24:00,5369,453.50,2,Active
15802,2011-07-20 11:38:00,5438,451.42,1,Active
15514,2011-11-06 12:12:00,5329,449.97,11,Active
16931,2011-12-04 13:15:00,5301,448.15,21,Active
15708,2011-10-30 10:54:00,5336,448.10,9,Active
16331,2010-10-03 13:44:00,5728,447.60,3,Active
14963,2011-11-30 12:16:00,5305,446.80,12,Active
15182,2011-07-08 13:37:00,5450,446.65,8,Active
17985,2011-11-17 14:24:00,5318,445.30,1,Active
15793,2011-11-25 09:31:00,5310,445.20,6,Active
14328,2010-09-27 16:01:00,5734,445.05,1,Active
14439,2011-01-24 11:39:00,5615,444.94,4,Active
14713,2011-11-10 17:13:00,5325,444.68,20,Active
16503,2011-01-13 12:32:00,5626,444.60,7,Active
13971,2011-10-11 10:41:00,5355,444.36,10,Active
15203,2011-11-14 08:16:00,5321,444.28,13,Active
16033,2011-12-04 12:44:00,5301,443.47,22,Active
12610,2011-11-17 09:34:00,5318,443.35,5,Active
15862,2011-12-01 13:28:00,5304,443.17,12,Active
15990,2011-02-25 15:35:00,5583,442.93,5,Active
13110,2011-10-17 15:28:00,5349,439.88,10,Active
16241,2011-11-30 11:08:00,5305,439.44,15,Active
15911,2010-03-26 12:06:00,5919,439.21,8,Active
16841,2011-07-25 13:06:00,5433,438.78,8,Active
14044,2011-11-13 12:05:00,5322,438.40,10,Active
16992,2011-11-29 11:50:00,5306,438.01,10,Active
17552,2010-12-02 18:45:00,5668,437.75,7,Active
15443,2011-12-08 10:40:00,5297,437.66,14,Active
15201,2011-09-13 14:53:00,5383,437.55,6,Active
12381,2011-12-05 12:44:00,5300,437.16,5,Active
15956,2010-06-06 13:06:00,5847,436.80,2,Active
13048,2011-11-25 13:23:00,5310,435.94,9,Active
17610,2010-06-17 16:34:00,5836,435.55,4,Active
12377,2011-01-28 15:45:00,5611,434.54,3,Active
14293,2011-12-06 15:17:00,5299,433.60,6,Active
13756,2011-07-19 09:24:00,5439,431.20,10,Active
13031,2010-10-28 15:34:00,5703,430.45,5,Active
16854,2010-10-18 16:31:00,5713,428.85,2,Active
13207,2011-07-12 11:35:00,5446,427.50,3,Active
14931,2011-11-17 09:25:00,5318,427.00,4,Active
17188,2011-11-10 12:35:00,5325,426.89,7,Active
15563,2011-11-17 14:50:00,5318,426.79,7,Active
12687,2010-08-16 12:12:00,5776,426.07,2,Active
13208,2011-10-12 09:54:00,5354,425.98,9,Active
17682,2011-11-29 15:59:00,5306,425.82,8,Active
14669,2011-04-12 11:43:00,5537,425.70,6,Active
16206,2011-08-07 10:45:00,5420,425.61,11,Active
15252,2011-06-09 14:15:00,5479,425.46,4,Active
15222,2010-08-24 10:39:00,5768,425.01,9,Active
15797,2011-02-08 10:17:00,5600,424.80,3,Active
12815,2011-07-15 10:21:00,5443,424.10,2,Active
12359,2011-10-13 12:47:00,5353,423.88,8,Active
17314,2011-10-12 14:56:00,5354,423.63,11,Active
13870,2011-12-07 13:23:00,5298,423.45,8,Active
17672,2011-02-03 13:29:00,5605,422.84,4,Active
15774,2011-10-02 12:04:00,5364,421.87,6,Active
16607,2011-11-02 12:46:00,5333,420.88,16,Active
14547,2011-12-06 11:06:00,5299,419.75,8,Active
17298,2011-08-30 16:43:00,5397,418.69,5,Active
14723,2011-11-29 15:23:00,5306,418.63,10,Active
16032,2010-09-09 18:00:00,5752,418.30,6,Active
15732,2011-05-11 14:24:00,5508,418.18,9,Active
13988,2011-11-20 10:15:00,5315,417.71,7,Active
14970,2011-10-02 13:44:00,5364,417.51,6,Active
14915,2011-03-07 09:39:00,5573,417.21,7,Active
17739,2010-11-30 09:52:00,5670,416.64,5,Active
12494,2011-11-24 09:34:00,5311,416.44,8,Active
15093,2010-12-02 18:25:00,5668,416.34,6,Active
15858,2011-11-24 12:48:00,5311,416.09,8,Active
18058,2011-11-30 08:38:00,5305,414.96,3,Active
13711,2011-05-05 10:31:00,5514,414.09,8,Active
17667,2011-10-04 14:32:00,5362,413.70,8,Active
17460,2011-09-06 15:04:00,5390,412.98,12,Active
16934,2011-10-16 12:25:00,5350,412.85,5,Active
16894,2010-06-22 14:21:00,5831,412.16,1,Active
18170,2011-11-06 14:35:00,5329,411.45,9,Active
15529,2011-11-17 11:29:00,5318,411.26,10,Active
15235,2011-05-06 09:44:00,5513,410.83,9,Active
17908,2010-12-01 11:45:00,5669,410.12,5,Active
13946,2011-05-22 12:03:00,5497,409.70,4,Active
16983,2011-11-27 12:10:00,5308,408.95,9,Active
18145,2011-11-27 11:22:00,5308,408.65,11,Active
16202,2010-12-14 10:43:00,5656,408.17,7,Active
12871,2011-09-16 15:07:00,5380,408.00,3,Active
15133,2011-08-04 10:44:00,5423,407.70,3,Active
17584,2011-08-04 14:12:00,5423,407.40,5,Active
17284,2011-08-11 12:00:00,5416,407.34,4,Active
14175,2011-10-11 11:55:00,5355,407.20,7,Active
12775,2011-11-22 16:33:00,5313,407.20,7,Active
13819,2011-02-11 10:38:00,5597,406.90,4,Active
14396,2011-10-05 16:09:00,5361,406.70,7,Active
13979,2011-09-27 13:32:00,5369,406.58,6,Active
14341,2011-10-25 15:48:00,5341,406.19,12,Active
13291,2010-10-21 19:01:00,5710,405.89,9,Active
17848,2011-07-21 11:17:00,5437,405.55,17,Active
13640,2010-04-07 15:33:00,5907,405.00,1,Active
15247,2011-08-09 12:52:00,5418,404.70,3,Active
15377,2010-11-22 08:55:00,5678,403.80,4,Active
13478,2010-08-27 13:23:00,5765,403.05,4,Active
16232,2011-10-27 12:16:00,5339,402.90,5,Active
17382,2010-09-29 12:54:00,5732,402.48,1,Active
13118,2011-11-20 12:37:00,5315,402.46,7,Active
16005,2011-11-27 13:47:00,5308,401.96,10,Active
14916,2011-09-30 09:20:00,5366,401.20,4,Active
13769,2011-12-07 15:08:00,5298,400.93,15,Active
16279,2011-11-18 15:00:00,5317,399.60,8,Active
14732,2011-09-12 15:29:00,5384,399.19,10,Active
16329,2010-09-22 14:05:00,5739,399.00,3,Active
12407,2011-10-21 10:11:00,5345,398.82,5,Active
14608,2011-12-05 16:52:00,5300,398.40,7,Active
17384,2011-11-20 15:48:00,5315,396.77,3,Active
13014,2011-09-26 10:35:00,5370,396.45,6,Active
16946,2010-11-21 14:06:00,5679,395.80,4,Active
18168,2011-03-17 13:58:00,5563,395.29,11,Active
17690,2011-11-09 15:17:00,5326,395.07,12,Active
15716,2011-07-17 11:59:00,5441,394.29,10,Active
14364,2011-06-28 13:17:00,5460,394.25,4,Active
13373,2011-10-10 10:51:00,5356,393.43,6,Active
13052,2011-05-11 14:12:00,5508,393.05,6,Active
13085,2010-01-29 11:42:00,5975,393.00,3,Active
16471,2011-03-10 09:41:00,5570,391.80,4,Active
13115,2011-11-28 12:38:00,5307,391.35,7,Active
13059,2010-10-15 13:02:00,5716,390.95,7,Active
17886,2011-05-13 10:22:00,5506,390.19,5,Active
14810,2011-10-30 11:19:00,5336,389.68,13,Active
16772,2010-10-12 13:19:00,5719,389.05,2,Active
16105,2011-04-05 10:13:00,5544,388.66,5,Active
14828,2010-11-16 17:23:00,5684,387.60,5,Active
17770,2011-03-09 12:38:00,5571,387.30,2,Active
15471,2011-12-07 14:12:00,5298,387.10,3,Active
16287,2011-06-23 09:08:00,5465,386.61,5,Active
15248,2010-10-24 13:09:00,5707,386.58,3,Active
12645,2011-11-06 12:38:00,5329,386.34,8,Active
14346,2011-08-11 09:47:00,5416,386.01,5,Active
15341,2011-09-20 09:40:00,5376,385.70,2,Active
12637,2011-10-03 13:46:00,5363,385.01,8,Active
16085,2011-11-16 13:24:00,5319,384.04,11,Active
13963,2011-02-04 14:43:00,5604,382.88,9,Active
17603,2010-04-01 11:51:00,5913,382.86,3,Active
15636,2011-09-11 11:17:00,5385,381.76,4,Active
14825,2011-12-06 11:38:00,5299,380.46,14,Active
17183,2011-11-17 14:41:00,5318,380.40,3,Active
12813,2010-07-26 09:50:00,5797,380.20,3,Active
12778,2011-11-20 11:30:00,5315,379.87,9,Active
13246,2011-06-16 12:51:00,5472,379.48,10,Active
12594,2011-08-10 14:26:00,5417,379.34,9,Active
12533,2010-03-22 10:56:00,5923,379.25,2,Active
13425,2011-08-23 17:13:00,5404,377.95,5,Active
13316,2011-09-21 12:14:00,5375,377.90,6,Active
13895,2011-11-11 16:57:00,5324,377.90,5,Active
14410,2011-05-17 12:49:00,5502,377.33,6,Active
14025,2010-07-14 11:33:00,5809,377.28,6,Active
12841,2011-12-05 11:13:00,5300,376.48,21,Active
17422,2011-11-23 13:27:00,5312,376.20,9,Active
16208,2011-10-26 11:36:00,5340,376.17,9,Active
13117,2011-11-18 12:02:00,5317,374.88,14,Active
17827,2011-12-04 15:00:00,5301,374.77,6,Active
16652,2011-10-12 09:35:00,5354,374.54,3,Active
15621,2011-12-05 13:40:00,5300,373.80,3,Active
16332,2011-11-11 14:22:00,5324,373.64,7,Active
17220,2011-11-15 13:47:00,5320,373.45,16,Active
17722,2011-09-04 15:22:00,5392,373.08,5,Active
16554,2011-10-28 14:51:00,5338,373.04,6,Active
13446,2010-08-11 14:20:00,5781,372.86,10,Active
13571,2011-11-27 10:47:00,5308,372.72,22,Active
12688,2011-08-18 08:49:00,5409,372.42,1,Active
15385,2011-10-30 15:11:00,5336,372.00,3,Active
13727,2010-04-07 12:14:00,5907,371.65,6,Active
13416,2011-10-27 08:56:00,5339,371.50,3,Active
12724,2011-12-04 16:02:00,5301,371.00,7,Active
15571,2011-11-06 11:32:00,5329,370.76,10,Active
17797,2011-11-17 13:21:00,5318,370.31,8,Active
15777,2011-04-12 16:43:00,5537,367.20,3,Active
16175,2011-09-06 14:32:00,5390,366.90,7,Active
17021,2010-09-12 15:38:00,5749,366.27,4,Active
13880,2011-11-18 13:44:00,5317,365.86,10,Active
16770,2011-10-13 12:21:00,5353,365.49,9,Active
14555,2011-10-13 16:24:00,5353,364.30,6,Active
15823,2010-12-02 15:08:00,5668,364.10,2,Active
17147,2011-11-17 12:32:00,5318,363.94,8,Active
14896,2011-05-19 10:20:00,5500,363.00,8,Active
12389,2010-11-02 11:52:00,5698,363.00,3,Active
17790,2011-11-13 11:30:00,5322,362.55,14,Active
15795,2011-07-13 10:43:00,5445,362.49,6,Active
12421,2011-11-24 09:07:00,5311,361.30,6,Active
12348,2011-09-25 13:13:00,5371,361.00,5,Active
12378,2011-08-02 10:34:00,5425,360.85,2,Active
16007,2011-10-23 11:05:00,5343,360.62,7,Active
12629,2010-11-19 09:18:00,5681,360.00,2,Active
13587,2010-09-16 13:50:00,5745,360.00,2,Active
12818,2011-03-23 12:06:00,5557,360.00,1,Active
15110,2011-11-16 11:16:00,5319,359.55,4,Active
17287,2011-11-13 13:27:00,5322,358.80,17,Active
12909,2011-10-31 12:43:00,5335,358.42,7,Active
13228,2011-09-19 14:28:00,5377,358.00,1,Active
15021,2011-12-01 11:53:00,5304,358.00,12,Active
15947,2011-09-18 10:46:00,5378,358.00,1,Active
12365,2011-02-21 14:04:00,5587,357.44,2,Active
14847,2011-07-14 10:52:00,5444,357.30,3,Active
18273,2011-12-07 13:16:00,5298,357.00,4,Active
15494,2011-11-18 14:51:00,5317,356.89,5,Active
15932,2011-12-05 17:13:00,5300,356.85,7,Active
16991,2010-10-14 14:08:00,5717,356.78,1,Active
17048,2011-08-14 11:49:00,5413,356.45,6,Active
17801,2010-09-14 14:32:00,5747,356.31,3,Active
16600,2011-12-05 16:00:00,5300,355.86,9,Active
14350,2011-03-10 14:14:00,5570,355.56,3,Active
16638,2011-09-01 17:14:00,5395,355.39,9,Active
16438,2011-12-04 10:51:00,5301,355.35,5,Active
12997,2011-11-17 15:47:00,5318,354.88,7,Active
16871,2011-05-13 11:44:00,5506,354.56,3,Active
17787,2011-02-08 11:36:00,5600,353.97,3,Active
16497,2010-10-22 10:59:00,5709,353.95,8,Active
15089,2011-10-26 11:19:00,5340,353.41,4,Active
14413,2010-10-25 14:41:00,5706,353.15,2,Active
16631,2010-08-15 11:20:00,5777,353.10,6,Active
16027,2011-07-25 13:16:00,5433,353.10,5,Active
12383,2011-06-08 08:02:00,5480,352.20,5,Active
12784,2011-11-30 15:38:00,5305,351.65,3,Active
17096,2011-11-24 15:01:00,5311,351.64,10,Active
17884,2011-12-06 11:33:00,5299,351.54,13,Active
15889,2011-07-06 11:10:00,5452,351.37,8,Active
15791,2011-10-27 10:14:00,5339,350.83,5,Active
14894,2011-09-15 13:51:00,5381,350.80,3,Active
13041,2010-09-15 11:44:00,5746,350.40,4,Active
12582,2011-04-15 08:45:00,5534,348.40,3,Active
18286,2010-08-20 11:57:00,5772,348.13,2,Active
17976,2010-12-02 13:49:00,5668,348.10,1,Active
12511,2010-10-07 10:39:00,5724,347.81,1,Active
15279,2010-12-20 10:48:00,5650,347.73,5,Active
12507,2011-07-28 17:09:00,5430,347.70,3,Active
16190,2011-10-30 15:59:00,5336,346.80,7,Active
12560,2011-12-04 13:54:00,5301,346.70,3,Active
13415,2010-03-19 15:09:00,5926,346.28,3,Active
13455,2011-11-15 11:21:00,5320,345.60,6,Active
18079,2011-10-25 15:27:00,5341,345.29,4,Active
15069,2011-06-13 14:16:00,5475,345.25,1,Active
12440,2010-09-03 13:11:00,5758,345.00,2,Active
15301,2011-10-20 09:57:00,5346,344.40,10,Active
12733,2011-04-19 16:19:00,5530,344.40,4,Active
16798,2010-06-03 19:01:00,5850,344.05,3,Active
16990,2011-05-05 08:30:00,5514,344.00,2,Active
13068,2011-11-29 15:00:00,5306,344.00,2,Active
13689,2011-10-07 13:21:00,5359,344.00,2,Active
13304,2010-12-23 14:35:00,5647,343.95,4,Active
13209,2011-11-09 13:54:00,5326,343.82,9,Active
14907,2011-12-06 14:14:00,5299,343.70,8,Active
15696,2011-11-06 14:02:00,5329,342.55,10,Active
14315,2011-10-26 12:06:00,5340,342.30,6,Active
17043,2011-11-07 15:33:00,5328,342.12,7,Active
14189,2011-12-07 15:55:00,5298,341.99,9,Active
15113,2011-11-30 08:23:00,5305,341.85,2,Active
14146,2011-12-01 10:18:00,5304,341.13,7,Active
16303,2011-08-16 11:04:00,5411,341.10,5,Active
16365,2011-11-02 15:33:00,5333,340.67,9,Active
17629,2011-12-04 10:56:00,5301,340.59,8,Active
13842,2011-09-28 14:56:00,5368,340.58,12,Active
17198,2011-11-16 10:39:00,5319,340.10,3,Active
13203,2011-11-30 10:45:00,5305,339.88,10,Active
13026,2011-12-08 16:58:00,5297,339.84,7,Active
12648,2011-07-08 11:55:00,5450,339.30,4,Active
17464,2011-07-04 13:19:00,5454,338.90,3,Active
17994,2011-08-10 11:41:00,5417,338.72,10,Active
14524,2011-09-29 12:39:00,5367,338.40,10,Active
17588,2011-08-31 13:37:00,5396,337.78,7,Active
17913,2011-10-12 10:45:00,5354,337.31,12,Active
16176,2010-10-14 13:54:00,5717,337.20,3,Active
17145,2010-07-15 09:02:00,5808,337.16,3,Active
18078,2011-03-25 15:08:00,5555,336.02,3,Active
12644,2010-10-05 10:23:00,5726,335.85,3,Active
16620,2011-12-06 12:19:00,5299,335.68,6,Active
17732,2010-12-02 09:29:00,5668,335.61,6,Active
14628,2011-09-09 14:58:00,5387,335.40,5,Active
12501,2011-01-07 12:28:00,5632,335.33,1,Active
14701,2011-11-29 12:34:00,5306,334.87,12,Active
15550,2011-08-25 15:18:00,5402,334.84,8,Active
12932,2010-06-18 14:22:00,5835,334.45,7,Active
12369,2010-10-22 13:13:00,5709,333.10,3,Active
16551,2011-09-05 09:38:00,5391,332.80,7,Active
13889,2010-09-20 10:28:00,5741,332.70,4,Active
18240,2011-10-24 13:06:00,5342,332.70,1,Active
12820,2011-01-17 12:34:00,5622,332.51,7,Active
17203,2011-11-04 12:20:00,5331,332.47,9,Active
13854,2011-12-01 09:06:00,5304,331.92,7,Active
14127,2011-08-09 10:49:00,5418,331.85,6,Active
15860,2011-09-02 10:34:00,5394,331.61,12,Active
13919,2011-10-11 14:24:00,5355,331.20,4,Active
17329,2011-11-25 14:24:00,5310,331.16,4,Active
17862,2011-01-20 12:23:00,5619,331.06,3,Active
15717,2011-04-19 13:21:00,5530,331.00,5,Active
12630,2011-11-30 10:48:00,5305,330.70,2,Active
13604,2010-02-19 12:02:00,5954,330.40,1,Active
15518,2011-08-07 13:08:00,5420,329.30,10,Active
17673,2011-12-08 12:50:00,5297,329.26,11,Active
14254,2010-10-03 11:52:00,5728,329.10,1,Active
17519,2011-06-19 13:55:00,5469,328.75,11,Active
13201,2010-07-08 10:31:00,5815,328.69,3,Active
13213,2011-10-14 11:42:00,5352,328.20,7,Active
12586,2011-11-22 16:24:00,5313,328.10,4,Active
15506,2011-11-17 12:11:00,5318,328.06,6,Active
16258,2011-10-25 13:30:00,5341,327.80,6,Active
16054,2011-07-17 13:08:00,5441,327.29,4,Active
12701,2011-09-21 10:47:00,5375,326.70,6,Active
15251,2010-07-29 10:10:00,5794,326.40,4,Active
13543,2010-03-15 13:34:00,5930,325.70,2,Active
18257,2011-10-31 14:48:00,5335,325.35,7,Active
16360,2011-12-05 12:16:00,5300,324.05,6,Active
12726,2011-11-11 13:35:00,5324,324.00,11,Active
15941,2010-03-12 14:45:00,5933,324.00,1,Active
12963,2011-12-01 12:55:00,5304,323.44,7,Active
14301,2010-10-19 14:09:00,5712,323.40,3,Active
17838,2011-09-11 14:34:00,5385,323.38,9,Active
13755,2011-12-06 12:26:00,5299,322.91,9,Active
14832,2010-03-19 15:14:00,5926,322.69,1,Active
12649,2011-08-24 14:40:00,5403,322.38,6,Active
15038,2011-10-02 10:58:00,5364,321.93,7,Active
13863,2011-04-06 10:20:00,5543,321.73,4,Active
13102,2011-07-29 12:03:00,5429,321.69,9,Active
17758,2011-11-20 14:43:00,5315,320.25,9,Active
16858,2010-10-29 12:37:00,5702,319.72,5,Active
16065,2010-12-09 13:03:00,5661,319.54,6,Active
15573,2011-11-08 11:38:00,5327,319.01,5,Active
13233,2011-09-26 13:25:00,5370,318.89,4,Active
17071,2011-09-12 15:31:00,5384,318.85,9,Active
14978,2011-09-28 13:07:00,5368,318.26,9,Active
16764,2011-12-06 11:41:00,5299,317.56,12,Active
15271,2011-11-13 13:26:00,5322,317.12,14,Active
15073,2011-11-30 10:44:00,5305,316.80,5,Active
15747,2011-11-27 12:26:00,5308,316.47,8,Active
17526,2010-11-29 12:17:00,5671,316.36,4,Active
15129,2011-10-20 14:40:00,5346,315.90,6,Active
14498,2011-10-28 12:09:00,5338,315.31,9,Active
17509,2011-10-13 10:26:00,5353,315.00,7,Active
15828,2010-11-29 16:41:00,5671,314.95,1,Active
13393,2010-05-05 09:34:00,5879,314.81,3,Active
14492,2010-10-05 13:21:00,5726,314.60,6,Active
12717,2011-07-11 14:47:00,5447,313.90,3,Active
16132,2010-06-13 13:49:00,5840,313.90,2,Active
16059,2011-09-29 11:35:00,5367,313.70,9,Active
13070,2011-05-31 13:45:00,5488,313.60,4,Active
13824,2011-11-07 12:41:00,5328,312.81,6,Active
14448,2011-11-30 13:50:00,5305,312.80,2,Active
14659,2011-12-01 12:17:00,5304,312.79,8,Active
16461,2011-06-15 12:07:00,5473,312.78,3,Active
17360,2011-11-22 13:11:00,5313,311.30,6,Active
16186,2010-12-02 14:40:00,5668,311.19,9,Active
15400,2011-03-06 11:27:00,5574,310.95,3,Active
12801,2010-07-27 09:38:00,5796,310.50,1,Active
12849,2011-03-16 12:26:00,5564,310.50,5,Active
13377,2010-11-08 12:20:00,5692,310.46,2,Active
13561,2011-05-08 12:39:00,5511,310.17,10,Active
14738,2011-10-28 08:56:00,5338,310.15,6,Active
16571,2011-11-13 11:46:00,5322,310.13,9,Active
12435,2010-08-19 16:53:00,5773,309.30,1,Active
15935,2011-04-12 09:35:00,5537,308.82,1,Active
12588,2011-10-31 15:01:00,5335,308.58,4,Active
12797,2010-12-09 10:55:00,5661,308.35,2,Active
16470,2011-10-19 12:11:00,5347,307.50,11,Active
16485,2011-09-23 15:50:00,5373,307.35,5,Active
15416,2011-07-07 18:29:00,5451,307.18,5,Active
15584,2011-11-16 10:55:00,5319,306.46,6,Active
13184,2011-11-25 12:02:00,5310,306.44,8,Active
17419,2011-11-28 13:47:00,5307,306.30,8,Active
14460,2011-08-21 14:19:00,5406,305.88,6,Active
16225,2011-07-13 12:18:00,5445,305.85,8,Active
15978,2011-09-23 15:21:00,5373,305.80,3,Active
16010,2011-04-08 10:14:00,5541,305.05,11,Active
12385,2010-11-25 15:14:00,5675,304.50,1,Active
14177,2011-09-05 12:24:00,5391,304.35,9,Active
16455,2011-10-07 12:17:00,5359,304.05,7,Active
17560,2011-07-07 15:06:00,5451,303.78,7,Active
12391,2011-11-18 12:07:00,5317,303.58,4,Active
12517,2011-11-11 14:04:00,5324,303.17,5,Active
15535,2011-06-19 16:02:00,5469,302.50,6,Active
17075,2011-11-22 11:58:00,5313,301.93,8,Active
16873,2011-12-05 12:05:00,5300,301.52,6,Active
15152,2011-11-30 12:32:00,5305,301.10,8,Active
14687,2011-08-25 11:59:00,5402,300.56,3,Active
13883,2010-10-03 15:53:00,5728,300.44,8,Active
15108,2011-07-21 10:24:00,5437,300.40,3,Active
17769,2011-11-23 10:09:00,5312,300.18,12,Active
18220,2010-11-10 14:22:00,5690,300.16,3,Active
13134,2011-09-15 10:35:00,5381,299.00,4,Active
14966,2011-11-25 12:20:00,5310,298.87,6,Active
17324,2011-11-18 11:53:00,5317,298.50,6,Active
18173,2011-03-10 11:56:00,5570,298.08,2,Active
14913,2011-11-04 08:29:00,5331,297.96,7,Active
15253,2011-09-12 12:32:00,5384,297.35,5,Active
13771,2011-05-24 12:57:00,5495,296.90,4,Active
16655,2011-09-25 14:37:00,5371,296.76,9,Active
14898,2011-11-16 14:54:00,5319,296.35,11,Active
15841,2011-09-14 13:15:00,5382,295.80,7,Active
14215,2011-11-28 12:19:00,5307,295.26,5,Active
13517,2011-08-25 11:40:00,5402,294.83,2,Active
13811,2011-06-09 09:54:00,5479,294.75,3,Active
14068,2011-01-23 16:02:00,5616,293.93,4,Active
15607,2011-01-07 12:44:00,5632,293.64,8,Active
17345,2011-11-24 15:02:00,5311,293.09,8,Active
16170,2011-08-19 10:06:00,5408,292.85,11,Active
16347,2011-11-28 13:14:00,5307,292.81,10,Active
16049,2011-10-30 13:19:00,5336,292.26,6,Active
17655,2011-05-13 16:14:00,5506,291.33,5,Active
13297,2011-11-16 09:27:00,5319,291.21,4,Active
16057,2011-11-23 15:23:00,5312,291.15,5,Active
13736,2011-12-04 15:19:00,5301,290.59,6,Active
13124,2011-09-11 12:45:00,5385,290.42,4,Active
16813,2011-12-01 14:03:00,5304,289.77,10,Active
14130,2011-01-24 16:05:00,5615,289.73,4,Active
13153,2011-12-04 12:14:00,5301,289.60,1,Active
12599,2011-11-10 13:34:00,5325,289.50,13,Active
15186,2011-11-25 14:58:00,5310,289.02,5,Active
15424,2011-03-30 13:02:00,5550,288.62,3,Active
16720,2011-11-13 16:22:00,5322,288.54,3,Active
13527,2011-11-06 12:04:00,5329,288.53,9,Active
12388,2011-09-25 11:30:00,5371,288.45,6,Active
14583,2011-12-04 12:32:00,5301,288.33,8,Active
14587,2011-11-21 11:34:00,5314,287.54,9,Active
15064,2010-10-25 14:32:00,5706,287.35,4,Active
12742,2010-03-24 12:43:00,5921,287.34,1,Active
14387,2011-11-07 12:29:00,5328,287.33,3,Active
13154,2010-11-05 16:00:00,5695,286.75,3,Active
13268,2011-11-22 11:51:00,5313,286.66,10,Active
17594,2011-09-15 16:34:00,5381,286.60,3,Active
15356,2011-11-08 13:11:00,5327,285.86,13,Active
17182,2010-10-13 10:09:00,5718,285.60,2,Active
16366,2011-11-21 08:19:00,5314,285.50,4,Active
12734,2010-12-22 12:47:00,5648,285.30,2,Active
13369,2010-12-09 11:30:00,5661,284.60,1,Active
15354,2010-04-15 16:24:00,5899,284.40,3,Active
17341,2011-07-06 12:33:00,5452,283.70,5,Active
15365,2011-11-14 08:28:00,5321,283.56,8,Active
12497,2011-09-19 12:29:00,5377,283.50,2,Active
12765,2010-08-24 13:51:00,5768,282.96,6,Active
12638,2011-11-06 13:11:00,5329,282.84,2,Active
16072,2011-02-24 14:32:00,5584,282.67,4,Active
12462,2011-11-21 09:11:00,5314,282.20,2,Active
12950,2011-12-01 15:55:00,5304,282.20,2,Active
17966,2011-11-02 10:26:00,5333,281.90,8,Active
18096,2011-11-28 12:44:00,5307,281.41,6,Active
12730,2010-07-06 12:19:00,5817,281.25,1,Active
16120,2011-10-11 14:22:00,5355,281.00,5,Active
15058,2011-11-14 14:39:00,5321,279.94,8,Active
16444,2011-10-24 13:50:00,5342,279.85,12,Active
16429,2011-08-25 13:54:00,5402,279.60,1,Active
15254,2011-08-04 15:04:00,5423,279.09,3,Active
14515,2011-11-22 11:37:00,5313,278.98,8,Active
17086,2011-12-02 13:54:00,5303,278.95,4,Active
16544,2010-07-08 11:11:00,5815,278.90,4,Active
17740,2010-05-20 13:41:00,5864,278.40,4,Active
18277,2011-10-12 15:22:00,5354,277.88,5,Active
16801,2011-05-22 12:12:00,5497,277.80,1,Active
18122,2011-12-01 13:08:00,5304,277.52,6,Active
15353,2011-03-30 12:15:00,5550,277.36,6,Active
13849,2011-10-19 10:59:00,5347,277.07,5,Active
12518,2011-12-09 10:13:00,5296,276.30,5,Active
13239,2011-03-23 10:25:00,5557,275.82,4,Active
14431,2010-11-25 14:03:00,5675,275.40,3,Active
14821,2010-11-26 11:45:00,5674,275.40,5,Active
16255,2011-11-23 12:40:00,5312,275.31,13,Active
13107,2010-09-23 10:51:00,5738,275.28,3,Active
17126,2011-07-10 13:52:00,5448,275.25,9,Active
