customer_id,lifetime_value,days_since_purchase,total_orders,churn_risk_flag
11222,398.71399766857377,159,13,Active
11223,523.0470790240101,14,45,Active
11224,733.0736827935307,373,24,Active
11225,275.86777205956656,225,23,Active
11226,949.9072915113487,73,12,Active
11227,1573.5900035224818,249,49,Mid Value At Risk
11228,1210.7605109580566,91,30,Active
11229,32.340013118162524,216,31,Active
11230,523.9214732016866,461,28,Active
11231,88.68284064763691,90,22,Active
11232,221.70502622777457,29,44,Active
11233,3453.7461241835467,435,28,Mid Value At Risk
11234,122.9831217384469,305,13,Active
11235,552.7407649672059,427,25,Active
11236,770.1939479690292,476,44,Active
11237,969.7786518861906,220,46,Active
11238,656.1459392304885,328,7,Active
11239,7.855116307650581,215,45,Active
11240,316.1678687982881,221,6,Active
11241,583.3704748581466,389,24,Active
11242,73.57513368324058,42,19,Active
11243,345.39831286694607,135,19,Active
11244,27.013476564419243,42,36,Active
11245,65.4701516864698,164,9,Active
11246,404.5686828284759,361,48,Active
11247,113.9108047397291,283,36,Active
11248,670.6139231344965,58,38,Active
11249,935.5668505267472,302,40,Active
11250,1289.9005752886073,322,29,Mid Value At Risk
11251,178.66509940627776,25,24,Active
11252,146.64090810806155,73,48,Active
11253,88.35905382806054,373,5,Active
11254,809.4272917633043,411,42,Active
11255,980.6359516092796,129,45,Active
11256,25.67659738882569,87,26,Active
11257,2201.755243559127,330,14,Mid Value At Risk
11258,42.696388543206425,426,39,Active
11259,623.4807104764976,436,29,Active
11260,987.7120032489913,153,6,Active
11261,1638.1628419638087,182,7,Mid Value At Risk
11262,1001.653978297621,125,37,Mid Value At Risk
11263,1294.4926980773807,67,18,Active
11264,331.7461993171469,6,23,Active
11265,1349.1636554783388,125,44,Mid Value At Risk
11266,66.80515980653013,314,38,Active
11267,1801.640255028173,326,1,Mid Value At Risk
11268,634.5373463031435,53,4,Active
11269,1359.918087732415,66,44,Active
11270,481.6487775480371,314,47,Active
11271,825.3112013760709,82,35,Active
11272,597.9182511670157,87,23,Active
11273,1052.1902679895366,2,27,Active
11274,68.12391991116493,204,26,Active
11275,49.80002505521206,150,8,Active
11276,227.06172603193312,293,43,Active
11277,139.04918921212004,404,16,Active
11278,1643.2284456019186,103,41,Active
11279,197.96332654444316,24,3,Active
11280,2979.282247547275,368,32,Mid Value At Risk
11281,328.65849946514345,212,5,Active
11282,160.8296831830823,65,20,Active
11283,1247.3704780754779,449,14,Mid Value At Risk
11284,860.012964273215,209,32,Active
11285,551.636086978747,251,26,Active
11286,648.3986392924966,385,47,Active
11287,1016.095151783173,117,6,Active
11288,207.48795654936538,116,36,Active
11289,4486.904985638163,237,40,Mid Value At Risk
11290,2944.511982312076,478,5,Mid Value At Risk
11291,840.6024721060454,105,13,Active
11292,178.05742277511467,495,32,Active
11293,912.118236220295,259,16,Active
11294,59.94989746743463,46,1,Active
11295,24.905693218895582,311,13,Active
11296,238.38300251111724,331,11,Active
11297,496.84424149875116,216,8,Active
11298,1621.6159401526725,470,25,Mid Value At Risk
11299,1039.1223830543113,448,40,Mid Value At Risk
11300,1086.0303237994576,492,32,Mid Value At Risk
11301,443.3948635259311,301,24,Active
11302,339.6388261515861,410,28,Active
11303,370.94852043783766,333,14,Active
11304,3515.2511132132036,449,45,Mid Value At Risk
11305,32.74859363514294,24,3,Active
11306,1614.114393404591,458,36,Mid Value At Risk
11307,691.48139308213,35,27,Active
11308,461.87926482772764,24,20,Active
11309,1033.5372539910963,28,47,Active
11310,533.4674428793712,484,15,Active
11311,1653.5250730142134,464,27,Mid Value At Risk
11312,1847.7027836962995,488,45,Mid Value At Risk
11313,438.1589610832198,16,41,Active
11314,259.28632566811353,59,28,Active
11315,717.8776975527275,465,25,Active
11316,1947.6447516188791,243,42,Mid Value At Risk
11317,189.24871916001965,438,44,Active
11318,780.3371661596605,207,46,Active
11319,798.7824001804347,400,33,Active
11320,1056.7440121014845,271,46,Mid Value At Risk
11321,112.85250376212834,249,14,Active
11322,1006.5319273016879,482,8,Mid Value At Risk
11323,1917.802565031396,267,48,Mid Value At Risk
11324,158.45164862411565,193,14,Active
11325,216.96767334972958,335,1,Active
11326,2843.3416310892094,218,16,Mid Value At Risk
11327,159.71444380412632,115,18,Active
11328,1541.4318142053264,68,7,Active
11329,542.2567540428392,299,15,Active
11330,227.19757599549638,325,24,Active
11331,1636.8048013958792,483,49,Mid Value At Risk
11332,471.4698604479646,397,13,Active
11333,578.5838952808945,394,9,Active
11334,356.0719673422463,75,15,Active
11335,719.0570741480628,466,35,Active
11336,142.8458380941051,482,24,Active
11337,396.85672509077887,103,33,Active
11338,2789.726433456915,297,16,Mid Value At Risk
11339,238.86870433920495,490,8,Active
11340,855.4059076136822,178,29,Active
11341,314.65936351114163,215,23,Active
11342,1187.9133525657319,455,45,Mid Value At Risk
11343,112.2134236881094,315,31,Active
11344,2800.48836353952,39,40,Active
11345,483.80073773179026,259,49,Active
11346,215.4028347981762,204,14,Active
11347,61.07017804474965,7,30,Active
11348,148.83035208367514,49,39,Active
11349,586.7986763436652,26,27,Active
11350,328.7880638441333,161,47,Active
11351,1412.327907297726,357,16,Mid Value At Risk
11352,450.9417525484739,176,6,Active
11353,228.7753895806808,79,33,Active
11354,768.0791332587743,2,44,Active
11355,981.4580855674759,489,18,Active
11356,146.21755814867745,383,16,Active
11357,146.77221610460856,455,12,Active
11358,29.88858240758619,416,20,Active
11359,1066.6640966318673,132,45,Mid Value At Risk
11360,872.0500201176792,276,40,Active
11361,514.9233357082342,498,29,Active
11362,1487.1939925409201,117,30,Active
11363,1310.5586569354812,164,26,Mid Value At Risk
11364,704.2648109087372,288,22,Active
11365,1621.6085012232022,28,33,Active
11366,184.37748029645883,333,39,Active
11367,94.95441711222766,1,47,Active
11368,251.49424458248632,188,29,Active
11369,47.024885383970165,56,22,Active
11370,606.011234267155,35,45,Active
11371,2206.7049643215732,112,13,Active
11372,32.11073312750579,286,9,Active
11373,104.1871039864934,310,24,Active
11374,481.47459864154473,36,15,Active
11375,2172.9669231007956,439,36,Mid Value At Risk
11376,304.0204888454296,217,13,Active
11377,566.1780030170761,80,27,Active
11378,33.96938640084136,314,44,Active
11379,128.45732106913513,83,37,Active
11380,3451.800867626703,65,7,Active
11381,2684.6434462559273,325,8,Mid Value At Risk
11382,3.9617783790620926,128,37,Active
11383,2426.1126389430524,307,41,Mid Value At Risk
11384,815.3676908548007,22,14,Active
11385,1619.4676535812087,216,12,Mid Value At Risk
11386,485.1938152736076,107,36,Active
11387,579.8688549582168,109,40,Active
11388,536.868399607088,372,17,Active
11389,879.3641896524667,357,40,Active
11390,120.33396336756574,181,29,Active
11391,24.345584735977017,356,27,Active
11392,294.4544704110247,164,1,Active
11393,975.7586780326715,68,34,Active
11394,180.3704435492883,292,4,Active
11395,895.2947274655833,180,24,Active
11396,2802.904312183368,181,21,Mid Value At Risk
11397,78.88511497742957,466,33,Active
11398,893.2632671236289,434,7,Active
11399,469.2302718057388,464,1,Active
11400,1620.8252977548132,169,41,Mid Value At Risk
11401,155.98487924691506,402,3,Active
11402,943.7519011042831,22,44,Active
11403,1456.6966892781165,66,15,Active
11404,2314.7459099042185,21,31,Active
11405,919.7089879876977,100,16,Active
11406,550.0100900892317,384,10,Active
11407,769.5478844407533,300,29,Active
11408,1625.466327494329,103,6,Active
11409,676.3112736552047,47,29,Active
11410,24.68665418712416,39,17,Active
11411,2138.3244058393384,285,22,Mid Value At Risk
11412,935.7260288089202,310,24,Active
11413,902.8780351035913,90,17,Active
11414,194.34559841441916,85,21,Active
11415,860.429594934471,273,11,Active
11416,400.52125191668705,336,7,Active
11417,842.6809085497891,188,42,Active
11418,90.17045502615684,159,39,Active
11419,857.9938547726853,243,5,Active
11420,5953.378327763525,73,44,Active
11421,39.53039911544055,479,48,Active
11422,3023.890490049783,462,21,Mid Value At Risk
11423,417.9245459636778,49,18,Active
11424,1636.8267688126025,101,35,Active
11425,1220.024045547434,2,20,Active
11426,669.644084741242,244,15,Active
11427,1072.9014286821268,176,5,Mid Value At Risk
11428,1686.3752807666717,238,13,Mid Value At Risk
11429,414.20006291896215,398,12,Active
11430,316.8473798328052,59,21,Active
11431,881.1170537378455,353,37,Active
11432,1319.5662743768587,99,6,Active
11433,1149.3466950564095,442,7,Mid Value At Risk
11434,1278.8523811582204,359,26,Mid Value At Risk
11435,457.5699973935092,442,42,Active
11436,1362.2704851086905,495,48,Mid Value At Risk
11437,102.45677012285717,435,8,Active
11438,629.0685026754263,468,9,Active
11439,4.620244413003084,2,27,Active
11440,313.9433527545503,243,4,Active
11441,365.1476501033489,297,21,Active
11442,403.5736281509339,211,31,Active
11443,951.1812016249154,123,21,Active
11444,393.5482741691252,229,40,Active
11445,476.37166845114274,82,25,Active
11446,216.96851898558234,144,39,Active
11447,373.76832044054095,388,15,Active
11448,206.26007802643906,140,35,Active
11449,60.81047060430977,29,49,Active
11450,739.959676254765,391,43,Active
11451,882.6091800568552,270,41,Active
11452,772.9949841187346,247,37,Active
11453,498.14209201355794,12,42,Active
11454,382.1522758239199,355,47,Active
11455,1592.170177515804,389,28,Mid Value At Risk
11456,585.6464438412748,337,14,Active
11457,521.8835132121995,106,4,Active
11458,20.781243153611577,32,20,Active
11459,333.92630512863815,74,34,Active
11460,382.68109191904415,171,12,Active
11461,407.0924113583994,337,33,Active
11462,694.3288438922165,69,24,Active
11463,610.1736834822951,301,20,Active
11464,749.0010866198558,362,5,Active
11465,1158.1385030295048,137,38,Mid Value At Risk
11466,1341.2563211881318,433,30,Mid Value At Risk
11467,1013.0277950651127,417,24,Mid Value At Risk
11468,2490.2389800033643,484,43,Mid Value At Risk
11469,14.720675666160021,100,40,Active
11470,174.30392857001036,146,7,Active
11471,6.073294825132551,9,36,Active
11472,834.1063411262013,62,38,Active
11473,1826.4656080531815,185,16,Mid Value At Risk
11474,223.2234754222188,29,15,Active
11475,2094.215332978975,381,46,Mid Value At Risk
11476,49.72792155097651,114,23,Active
11477,2179.7831384000942,462,12,Mid Value At Risk
11478,346.6259834452307,409,29,Active
11479,85.55236911354949,143,44,Active
11480,532.2260391195293,390,48,Active
11481,237.4068504625375,120,15,Active
11482,268.23599407332955,170,29,Active
11483,293.7150297290229,157,45,Active
11484,1299.7464159723388,335,43,Mid Value At Risk
11485,619.7657105106083,349,49,Active
11486,298.368556602762,260,21,Active
11487,753.9718087636099,82,15,Active
11488,1007.449379718481,242,14,Mid Value At Risk
11489,254.64939376643682,441,42,Active
11490,426.9330671672817,433,44,Active
11491,103.98316761712043,172,16,Active
11492,159.88285417771098,231,15,Active
11493,914.3469541009362,208,42,Active
11494,160.16524918691778,75,4,Active
11495,595.82759978568,270,27,Active
11496,987.6727995517484,387,23,Active
11497,90.42470681637634,499,29,Active
11498,670.1910980545175,114,41,Active
11499,237.17676807398732,62,9,Active
11500,2635.8903774463406,362,43,Mid Value At Risk
11501,528.6146970614457,320,43,Active
11502,1311.8869739482873,102,7,Active
11503,639.2089999948889,429,42,Active
11504,35.5064394238929,362,4,Active
11505,802.2447868594819,210,5,Active
11506,2419.360416099786,442,5,Mid Value At Risk
11507,736.2627382030596,255,11,Active
11508,1368.2417717661833,20,41,Active
11509,1724.7572241232267,58,28,Active
11510,207.09925266920018,112,16,Active
11511,190.6512753441246,473,41,Active
11512,755.3016517676243,313,30,Active
11513,423.50194586686183,486,4,Active
11514,1465.371985735139,461,2,Mid Value At Risk
11515,1842.2530829702846,196,46,Mid Value At Risk
11516,348.8483827388118,375,3,Active
11517,216.26209168675445,462,21,Active
11518,1213.215436633959,353,6,Mid Value At Risk
11519,257.05289818733263,92,43,Active
11520,1383.543140415228,52,18,Active
11521,440.9546406043281,293,44,Active
11522,881.0124025642962,8,5,Active
11523,80.32961383290063,300,9,Active
11524,782.2336552522994,98,20,Active
11525,480.84491037022804,236,28,Active
11526,706.6880832532838,389,26,Active
11527,147.15193193852633,374,18,Active
11528,1068.097043798826,69,19,Active
11529,1589.0354105695021,415,3,Mid Value At Risk
11530,195.43226135083148,45,9,Active
11531,80.48816901024077,137,36,Active
11532,19.13796794525919,234,31,Active
11533,821.7141504396699,32,49,Active
11534,747.3479786591345,289,17,Active
11535,632.9563307068526,126,23,Active
11536,211.11733035303106,67,34,Active
11537,396.62613205216417,30,41,Active
11538,722.0608380314576,114,41,Active
11539,549.3613719935328,204,5,Active
11540,3524.1065307050612,29,15,Active
11541,117.35329009226186,131,47,Active
11542,950.3340499363709,474,3,Active
11543,414.43968064831955,185,19,Active
11544,447.1722605213726,253,28,Active
11545,1011.5382891352423,286,3,Mid Value At Risk
11546,943.2580602558517,393,38,Active
11547,3791.509446291496,410,4,Mid Value At Risk
11548,109.93449930926649,386,24,Active
11549,87.94980003252432,62,31,Active
11550,1030.8662125388337,3,45,Active
11551,690.9338003743843,430,45,Active
11552,256.3412739600209,68,11,Active
11553,66.20054987823798,25,37,Active
11554,71.64069685112635,179,1,Active
11555,1796.8948099724712,141,9,Mid Value At Risk
11556,170.42322548797122,231,17,Active
11557,312.50639435806465,300,1,Active
11558,205.62546407650663,163,3,Active
11559,350.7993878483366,311,47,Active
11560,57.561088585303864,471,26,Active
11561,585.6098576204279,393,31,Active
11562,56.00547710195309,130,26,Active
11563,1288.9776337274016,445,23,Mid Value At Risk
11564,212.95784614736482,246,30,Active
11565,621.2437529188758,297,10,Active
11566,1696.7382531917933,172,8,Mid Value At Risk
11567,841.8656323282113,64,44,Active
11568,609.0685060597854,31,25,Active
11569,313.6448339873168,492,22,Active
11570,323.97448097907744,47,15,Active
11571,885.687320455789,130,41,Active
11572,4111.597339765844,352,10,Mid Value At Risk
11573,867.3869815721849,466,20,Active
11574,652.764408774385,333,41,Active
11575,1049.396419354249,110,47,Active
11576,500.6983423859271,69,23,Active
11577,49.62147478657404,58,1,Active
11578,660.9714081151689,106,2,Active
11579,2528.962741836268,300,19,Mid Value At Risk
11580,154.19133035256283,330,14,Active
11581,936.9590067746063,256,8,Active
11582,179.44907499380636,312,38,Active
11583,613.9995408211572,171,12,Active
11584,81.33958696188871,383,26,Active
11585,478.80932627670455,473,27,Active
11586,1129.0053268339652,162,29,Mid Value At Risk
11587,341.6430091883633,485,15,Active
11588,874.6890183008708,286,46,Active
11589,1269.5541143330802,71,1,Active
11590,2095.787754163367,255,43,Mid Value At Risk
11591,213.9293501724445,454,28,Active
11592,407.74890633162784,374,3,Active
11593,132.29227625792223,55,18,Active
11594,3912.523969638444,323,34,Mid Value At Risk
11595,2093.847277726858,397,32,Mid Value At Risk
11596,621.1484790392982,3,29,Active
11597,1476.2967936495772,26,25,Active
11598,588.773564238629,313,26,Active
11599,781.6518788973847,126,39,Active
11600,74.67918363441744,408,8,Active
11601,1126.0811481245912,53,19,Active
11602,109.30986818312569,198,47,Active
11603,1399.2709879482713,299,42,Mid Value At Risk
11604,1218.711253614932,188,22,Mid Value At Risk
11605,986.8440552748872,186,29,Active
11606,29.464294441242494,305,33,Active
11607,288.9232320412401,298,38,Active
11608,244.256111343302,204,45,Active
11609,357.2002096156136,497,46,Active
11610,73.3789124579021,484,35,Active
11611,2211.161040713659,450,43,Mid Value At Risk
11612,645.5944150105452,11,3,Active
11613,291.67849755808174,359,19,Active
11614,404.6459448852793,354,10,Active
11615,474.2108817941042,474,27,Active
11616,734.2221361766336,146,15,Active
11617,580.0066016363517,85,11,Active
11618,2014.5256372141173,100,47,Active
11619,549.6740103366317,104,26,Active
11620,3878.6106122881883,436,24,Mid Value At Risk
11621,1525.3320906626243,46,13,Active
11622,187.0709470715455,44,32,Active
11623,2134.239568471083,278,37,Mid Value At Risk
11624,98.97022360795435,181,4,Active
11625,1360.5836592085807,187,13,Mid Value At Risk
11626,383.2332949336777,478,9,Active
11627,1682.819014594589,114,49,Active
11628,1620.3063353245013,491,34,Mid Value At Risk
11629,1311.610126685958,255,37,Mid Value At Risk
11630,1248.6341548514088,381,48,Mid Value At Risk
11631,290.7054956734294,380,7,Active
11632,67.50506336059956,30,1,Active
11633,412.64397179383974,264,12,Active
11634,152.46801869332606,98,21,Active
11635,949.8265207819792,313,11,Active
11636,339.8403409704851,367,44,Active
11637,2970.872241701666,329,44,Mid Value At Risk
11638,819.4840916288994,115,44,Active
11639,1382.94014032795,276,14,Mid Value At Risk
11640,113.73456701324756,488,34,Active
11641,1584.4852346691607,281,34,Mid Value At Risk
11642,2048.6411588929063,275,25,Mid Value At Risk
11643,534.0801124385995,261,4,Active
11644,745.6372398599924,331,26,Active
11645,1157.8885874654702,207,16,Mid Value At Risk
11646,153.74104676366343,384,10,Active
11647,558.6340385731156,328,45,Active
11648,406.87985253565427,211,2,Active
11649,126.60968883620882,215,35,Active
11650,366.50358596538524,411,19,Active
11651,56.48589016328817,40,6,Active
11652,20.920703975050117,480,19,Active
11653,116.17442586285087,26,8,Active
11654,2639.962671981686,27,14,Active
11655,637.9702132464982,190,10,Active
11656,2700.942265507285,83,3,Active
11657,453.2086328065999,384,38,Active
11658,298.95938266456324,434,29,Active
11659,564.4055798218398,170,15,Active
11660,463.15751250123867,413,23,Active
11661,89.33960047871355,167,23,Active
11662,819.1593635179942,188,18,Active
11663,194.71596959866451,169,46,Active
11664,773.200227604611,289,19,Active
11665,840.3174714596958,467,28,Active
11666,131.92316124355713,229,26,Active
11667,50.64976716042511,467,10,Active
11668,1214.076394579144,97,47,Active
11669,492.6532976731091,367,4,Active
11670,47.939120083052686,16,2,Active
11671,4217.545581389332,279,3,Mid Value At Risk
11672,47.613665139538945,135,7,Active
11673,950.047210800121,26,16,Active
11674,3292.2384621255624,352,31,Mid Value At Risk
11675,218.6868935657176,12,10,Active
11676,122.75348898686795,72,19,Active
11677,103.52672481920749,133,28,Active
11678,289.09176475288785,106,17,Active
11679,85.2185628412492,220,28,Active
11680,942.5435759425467,373,19,Active
11681,51.45317103962167,453,37,Active
11682,569.7370019477095,177,23,Active
11683,4570.303909439948,282,20,Mid Value At Risk
11684,1345.4790213413723,133,13,Mid Value At Risk
11685,764.065661295899,22,13,Active
11686,292.5190664695882,463,43,Active
11687,782.3113142552189,269,11,Active
11688,598.9980447036273,412,48,Active
11689,444.2169290533566,161,15,Active
11690,112.06314068827609,107,17,Active
11691,1741.496847849638,279,28,Mid Value At Risk
11692,477.95642383422575,353,19,Active
11693,173.15534564913088,235,4,Active
11694,366.7881467063482,18,22,Active
11695,427.7255476961072,242,22,Active
11696,1406.0622008724267,117,37,Active
11697,1058.2482582874227,286,39,Mid Value At Risk
11698,1173.3266609361533,282,34,Mid Value At Risk
11699,8.874048017227091,144,33,Active
11700,430.4944211527803,205,44,Active
11701,525.2117768305285,39,42,Active
11702,15.50307157315704,417,40,Active
11703,240.68216321746104,154,33,Active
11704,1142.6597453715024,176,12,Mid Value At Risk
11705,117.97417386711142,449,2,Active
11706,613.1080362118865,241,28,Active
11707,193.863004861515,422,10,Active
11708,9.755864199022096,386,22,Active
11709,220.81516948023946,369,17,Active
11710,2979.5640185143025,134,26,Mid Value At Risk
11711,1293.7225263692378,46,3,Active
11712,2566.678040152987,50,7,Active
11713,535.3164992889343,166,44,Active
11714,92.989963356154,106,8,Active
11715,635.1867816013556,216,20,Active
11716,484.6621048695428,146,12,Active
11717,1488.1527099198474,411,35,Mid Value At Risk
11718,82.58585286929906,425,17,Active
11719,535.921388503877,72,28,Active
11720,130.06094697433957,476,41,Active
11721,314.05007601096355,330,10,Active
11722,1069.5679024198328,273,22,Mid Value At Risk
11723,517.0385546332942,247,38,Active
11724,377.14071713727407,446,33,Active
11725,401.32923212686256,413,22,Active
11726,492.12972873353857,186,44,Active
11727,1229.7553615155712,70,37,Active
11728,1781.1268130589972,462,13,Mid Value At Risk
11729,2486.8464504178396,150,27,Mid Value At Risk
11730,1236.807704364558,246,15,Mid Value At Risk
11731,303.144500483241,262,22,Active
11732,932.1471477448164,26,30,Active
11733,460.4379946919151,423,43,Active
11734,235.14323219918217,140,40,Active
11735,1470.4349809524626,99,37,Active
11736,31.347293395004844,398,34,Active
11737,1856.2896744322977,278,44,Mid Value At Risk
11738,495.1407478714237,51,34,Active
11739,811.1261050676459,151,48,Active
11740,861.5289885730098,432,35,Active
11741,1803.9335184472166,455,42,Mid Value At Risk
11742,809.954313603417,104,19,Active
11743,761.3966912886976,434,8,Active
11744,55.181760625524326,89,39,Active
11745,584.5264335913745,141,33,Active
11746,130.1742190052972,213,44,Active
11747,1069.801535314196,233,28,Mid Value At Risk
11748,574.3157858603427,394,37,Active
11749,912.1170773372066,183,48,Active
11750,34.052895533083486,251,25,Active
11751,70.88314773478282,9,36,Active
11752,1007.9363039863413,79,17,Active
11753,59.85154370770107,52,24,Active
11754,59.138341495209666,386,21,Active
11755,9.745904007836776,409,2,Active
11756,2508.021188975831,269,31,Mid Value At Risk
11757,1070.0288344125288,226,44,Mid Value At Risk
11758,348.63810858695933,51,33,Active
11759,281.39038498407905,186,30,Active
11760,344.26116053350404,34,12,Active
11761,1192.0929597853203,291,44,Mid Value At Risk
11762,866.2792141028026,230,12,Active
11763,163.8457240879997,131,49,Active
11764,153.03430516401752,490,24,Active
11765,82.86359295547159,120,24,Active
11766,863.7603280268103,443,11,Active
11767,1156.4030393789726,326,13,Mid Value At Risk
11768,246.35835964287222,247,27,Active
11769,16.9339347612921,432,8,Active
11770,68.59592596554887,192,10,Active
11771,2750.1240022698744,497,8,Mid Value At Risk
11772,280.15085224290027,403,20,Active
11773,1173.0432346432162,323,8,Mid Value At Risk
11774,783.9460043904304,210,9,Active
11775,384.9353246634606,103,7,Active
11776,184.22241516472283,329,14,Active
11777,103.52807124568093,372,28,Active
11778,763.6365027835844,460,2,Active
11779,1192.0228466727342,133,43,Mid Value At Risk
11780,826.0445068509672,323,8,Active
11781,604.532502149178,139,13,Active
11782,34.28526984728723,121,21,Active
11783,2765.9292238028434,94,47,Active
11784,1282.423559075488,452,28,Mid Value At Risk
11785,277.1783429101178,453,35,Active
11786,3128.4324581737746,129,23,Mid Value At Risk
11787,736.804643575584,91,46,Active
11788,698.6284016358803,92,15,Active
11789,1102.8933025640117,63,2,Active
11790,1336.0716270751016,29,12,Active
11791,854.8047125984397,210,36,Active
11792,109.66052958430797,12,3,Active
11793,330.3151138524066,333,5,Active
11794,2105.801205139365,297,3,Mid Value At Risk
11795,203.51711029675513,130,47,Active
11796,372.3848875301437,293,19,Active
11797,452.6153813749848,173,2,Active
11798,463.00523273866634,208,44,Active
11799,759.3395844417855,432,37,Active
11800,2292.8283070241564,24,17,Active
11801,220.27897941934916,99,14,Active
11802,103.63275040396186,406,28,Active
11803,175.9893215150918,356,27,Active
11804,1743.7624648804417,139,10,Mid Value At Risk
11805,830.3392648609822,314,3,Active
11806,269.3934223032147,174,36,Active
11807,1354.0249502197764,29,38,Active
11808,1580.7573913597564,419,25,Mid Value At Risk
11809,1499.3185023848603,496,22,Mid Value At Risk
11810,2009.9196346193858,143,48,Mid Value At Risk
11811,232.53965793169235,316,39,Active
11812,1125.3345766584443,351,47,Mid Value At Risk
11813,493.7485662816914,42,30,Active
11814,1476.1208696587614,489,21,Mid Value At Risk
11815,1043.0070415478053,299,30,Mid Value At Risk
11816,1198.4870030924742,208,28,Mid Value At Risk
11817,854.0673525473674,330,31,Active
11818,156.2561580991567,433,26,Active
11819,630.0136193537637,192,43,Active
11820,3342.341276013556,160,22,Mid Value At Risk
11821,2216.639510405946,64,21,Active
11822,35.306756894068855,243,1,Active
11823,144.08144092060394,258,37,Active
11824,113.00091212214821,152,13,Active
11825,1035.6430832483095,215,21,Mid Value At Risk
11826,1362.055824556677,322,46,Mid Value At Risk
11827,192.1416066800423,166,9,Active
11828,563.9372910716232,31,17,Active
11829,1469.588056382243,371,47,Mid Value At Risk
11830,1055.810894917741,232,21,Mid Value At Risk
11831,625.123315963036,282,31,Active
11832,713.9572036560259,29,39,Active
11833,568.0077200547248,195,22,Active
11834,282.5430800012964,334,12,Active
11835,665.9678459745244,256,6,Active
11836,934.07490487745,281,16,Active
11837,1652.891260085962,304,26,Mid Value At Risk
11838,809.1217238998835,321,5,Active
11839,1145.4403036684207,437,9,Mid Value At Risk
11840,139.55093639129902,323,46,Active
11841,495.2596149331008,346,40,Active
11842,7.500345731564925,402,14,Active
11843,226.6109338862935,393,44,Active
11844,1037.0509484890285,294,42,Mid Value At Risk
11845,3843.868352708911,87,30,Active
11846,83.55816776887421,149,26,Active
11847,410.6554053771355,249,45,Active
11848,1287.8342551213987,321,29,Mid Value At Risk
11849,182.560689009251,405,19,Active
11850,647.8975298780925,283,47,Active
11851,1056.6189460545083,362,8,Mid Value At Risk
11852,765.6598697318126,379,23,Active
11853,166.62832050676005,198,42,Active
11854,351.28109641839256,44,35,Active
11855,1225.21069991519,356,31,Mid Value At Risk
11856,646.3554681569411,28,35,Active
11857,4.194668667395981,429,32,Active
11858,1145.002453462099,17,5,Active
11859,28.759901849243363,127,16,Active
11860,1095.498769082435,379,17,Mid Value At Risk
11861,180.99925492149774,168,32,Active
11862,2537.4693756478287,244,38,Mid Value At Risk
11863,367.0177130316827,387,32,Active
11864,316.72667544268506,76,20,Active
11865,128.96928666809512,231,48,Active
11866,291.7705490790858,204,2,Active
11867,1674.188489741311,450,20,Mid Value At Risk
11868,4486.996984567245,248,47,Mid Value At Risk
11869,367.4846146150241,302,18,Active
11870,476.2512484082956,214,1,Active
11871,1024.3114969959277,215,29,Mid Value At Risk
11872,1738.6205435704114,158,29,Mid Value At Risk
11873,719.2408229428934,69,19,Active
11874,397.44047956474515,393,44,Active
11875,425.6691545202698,85,40,Active
11876,951.5778150046755,267,6,Active
11877,2.5787626817877,69,44,Active
11878,773.2031351140682,99,39,Active
11879,351.41568938379964,347,46,Active
11880,1264.6699904886366,497,8,Mid Value At Risk
11881,78.08200719188483,450,24,Active
11882,709.7783915022694,216,20,Active
11883,524.6393295148891,415,14,Active
11884,822.5055971797158,161,5,Active
11885,53.64174280854549,423,41,Active
11886,693.9695736705154,94,40,Active
11887,659.4882564823045,174,34,Active
11888,657.9855144805472,165,16,Active
11889,740.0385061659293,115,45,Active
11890,902.7656462590032,220,7,Active
11891,1307.7594480927942,444,16,Mid Value At Risk
11892,251.57214890099942,31,7,Active
11893,1394.6013510489847,11,27,Active
11894,551.7316930076876,343,14,Active
11895,64.1513499706953,377,14,Active
11896,48.268020860046086,130,44,Active
11897,325.4588066882039,488,33,Active
11898,1229.3105515176067,105,33,Active
11899,983.9275072166274,27,44,Active
11900,1243.2591971788781,227,20,Mid Value At Risk
11901,582.6366665721505,2,47,Active
11902,464.1391295183226,359,36,Active
11903,127.62110738150628,101,7,Active
11904,318.2270522658922,21,32,Active
11905,455.35633377538653,58,48,Active
11906,74.21909728204939,389,3,Active
11907,199.3969775844904,180,39,Active
11908,729.4910243670088,429,29,Active
11909,1064.4247255277608,341,24,Mid Value At Risk
11910,5124.378304507314,349,22,High Value At Risk
11911,2163.8044835234523,20,6,Active
11912,823.041847842298,255,48,Active
11913,437.5050479588782,317,24,Active
11914,808.8710366238836,38,40,Active
11915,1232.1221077944742,148,23,Mid Value At Risk
11916,100.75557158882722,498,38,Active
11917,421.97724093578313,25,10,Active
11918,1465.0772094704244,386,16,Mid Value At Risk
11919,387.38973622793054,121,11,Active
11920,678.6669569680361,416,32,Active
11921,708.9378260253911,26,45,Active
11922,163.13979036028076,454,6,Active
11923,359.8288756391443,169,24,Active
11924,325.786883270908,323,33,Active
11925,21.23676417173569,225,12,Active
11926,19.591353016424254,1,27,Active
11927,1425.5916897113116,307,38,Mid Value At Risk
11928,255.14096514402803,261,18,Active
11929,583.9796749748165,13,45,Active
11930,283.88479206391446,403,39,Active
11931,2259.8368289268183,396,13,Mid Value At Risk
11932,240.12417456047547,48,40,Active
11933,449.21361313487233,409,30,Active
11934,1649.1571464924743,313,49,Mid Value At Risk
